Entity,Code,Year,Daily caloric intake per person that comes from animal protein,Daily caloric intake per person that comes from vegetal protein,Daily caloric intake per person from fat,Daily caloric intake per person from carbohydrates
Hong Kong,HKG,1992,24.888.878,123.893.394,11.433.771,1.527.061
Hungary,HUN,1992,22.636.934,1.487.273,1206.76,16.984.996
Iceland,ISL,1992,31.015.903,14.441.182,10.842.231,15.520.491
India,IND,1992,3.493.219,19.119.101,36.601.126,17.310.355
Indonesia,IDN,1992,4.071.817,16.181.354,39.709.045,17.696.812
Iran,IRN,1992,7.082.632,24.826.527,55.859.686,2.093.049
Iraq,IRQ,1992,2.211.233,20.014.078,38.721.796,16.592.617
Ireland,IRL,1992,27.431.458,17.976.495,11.934.977,19.945.942
Israel,ISR,1992,21.724.957,21.202.559,10.365.632,17.963.123
Italy,ITA,1992,24.073.734,20.285.684,13.043.243,17.988.325
Jamaica,JAM,1992,12.644.469,14.197.435,609.796,17.093.682
Japan,JPN,1992,21.661.598,16.676.778,752.504,17.772.031
Jordan,JOR,1992,8.715.515,19.545.055,6.508.468,17.177.909
Kazakhstan,KAZ,1992,15.995.116,18.714.398,67.633.203,17.533.716
Kenya,KEN,1992,6.592.392,15.097.919,41.574.112,13.241.549
Kiribati,KIR,1992,1.201.771,12.785.914,828.733,14.761.041
Kuwait,KWT,1992,13.784.563,16.434.184,67.866.235,16.069.626
Kyrgyzstan,KGZ,1992,13.917.465,18.404.146,61.125.073,17.215.454
Land Locked Developing Countries (FAO),0,1992,72.24,178.12,428.04,1569.6
Laos,LAO,1992,2.666.582,163.979,19.526.006,15.459.863
Latvia,LVA,1992,24.524.654,18.327.795,8.296.044,19.412.933
Least Developed Countries (FAO),0,1992,36.92,159.72,301.68,1474.68
Lebanon,LBN,1992,8.288.011,17.453.044,7.066.584,14.876.753
Lesotho,LSO,1992,36.906.456,19.978.789,28.320.255,16.077.085
Liberia,LBR,1992,29.298.738,13.344.568,5.539.775,15.498.777
Lithuania,LTU,1992,20.222.816,18.683.363,73.815.027,17.728.689
Low Income Food Deficit Countries (FAO),0,1992,40.48,180.08,37.727.997,16.521.599
Low-income countries,0,1992,41.757.652,1.672.984,3.429.428,14.537.167
Lower-middle-income countries,0,1992,4.793.414,18.342.824,40.798.288,17.150.741
Macao,MAC,1992,18.470.766,14.146.437,101.582.104,14.231.403
Madagascar,MDG,1992,59.807.606,13.741.371,26.992.117,15.721.064
Malawi,MWI,1992,1.867.784,17.095.625,21.281.738,13.341.245
Malaysia,MYS,1992,16.407.487,13.065.453,8.125.065,1.761.027
Maldives,MDV,1992,19.498.784,1.308.436,40.551.593,15.234.641
Mali,MLI,1992,5.835.576,18.329.143,41.095.758,14.526.366
Malta,MLT,1992,22.241.295,19.052.757,101.312.506,18.048.494
Mauritania,MRT,1992,12.294.468,1.849.155,58.887.225,16.345.403
Mauritius,MUS,1992,112.683.525,16.337.175,6.675.628,1.780.574
Mexico,MEX,1992,13.128.957,20.546.732,761.98,20.694.475
Micronesia (FAO),0,1992,128.28,136.48,884.61,1575.63
Middle Africa (FAO),0,1992,53.24,132.24,408.06,1309.46
Moldova,MDA,1992,123.764.275,15.330.247,51.853.564,16.155.408
Mongolia,MNG,1992,20.584.772,8.307.756,67.310.876,89.517.065
Morocco,MAR,1992,628.965,2.555.724,52.665.753,20.761.782
Mozambique,MOZ,1992,14.415.549,11.067.153,33.837.073,12.948.237
Myanmar,MMR,1992,31.799.566,14.686.766,34.059.232,12.634.115
Namibia,NAM,1992,7.726.952,16.021.513,3.048.314,1.564.511
Nepal,NPL,1992,32.502.987,17.355.786,29.418.332,15.500.208
Net Food Importing Developing Countries (FAO),0,1992,51.96,169.64,390.33,15.851.101
Netherlands,NLD,1992,26.134.012,13.180.632,12.224.974,16.884.845
New Caledonia,NCL,1992,17.581.009,11.655.166,87.473.267,13.933.384
New Zealand,NZL,1992,23.025.645,14.481.763,1.137.806,16.483.964
Nicaragua,NIC,1992,5.252.953,12.106.507,39.305.933,11.840.426
Niger,NER,1992,5.180.563,16.540.665,2.962.112,14.046.846
Nigeria,NGA,1992,25.785.084,17.989.314,50.100.177,17.372.803
North America,0,1992,22.231.657,16.668.542,10.697.336,18.440.476
North Korea,PRK,1992,48.868.237,21.568.893,33.913.275,15.559.207
North Macedonia,MKD,1992,8.560.515,18.566.875,52.121.564,15.412.087
Northern Africa (FAO),0,1992,65.96,247,54.504.004,1993
Northern America (FAO),0,1992,277.04,157.4,1271.16,18.073.999
Northern Europe (FAO),0,1992,230.72,155.72,1222.02,1627.54
Norway,NOR,1992,23.696.904,15.441.983,11.886.547,16.384.958
Oceania,0,1992,26.278.424,13.535.489,11.481.693,1.538.446
Oceania (FAO),0,1992,263.44,135.68,1151.1,1541.78
Oman,OMN,1992,1.249.773,14.315.942,63.886.975,14.796.442
Pakistan,PAK,1992,73.264.244,15.082.236,52.903.796,14.752.815
Panama,PAN,1992,13.491.783,12.079.285,59.105.695,14.901.033
Paraguay,PRY,1992,17.503.256,13.334.421,69.930.444,1.483.376
Peru,PER,1992,7.315.693,13.923.795,39.050.116,14.982.133
Philippines,PHL,1992,81.931.625,125.153.175,3.790.244,1.675.671
Poland,POL,1992,21.398.627,19.550.253,10.399.805,19.195.015
Portugal,PRT,1992,22.797.623,18.767.235,1.077.879,1903.37
Romania,ROU,1992,1.637.458,18.470.953,76.830.164,17.795.457
Russia,RUS,1992,1.837.294,18.276.892,7.287.246,18.312.009
Rwanda,RWA,1992,13.505.064,14.496.574,1.420.083,13.158.547
Saint Kitts and Nevis,KNA,1992,14.438.763,12.078.389,7.518.136,14.937.087
Saint Lucia,LCA,1992,1.859.548,13.196.042,5.732.249,17.145.156
Saint Vincent and the Grenadines,VCT,1992,13.326.056,10.064.167,62.422.253,13.870.469
Samoa,WSM,1992,16.637.439,102.913.605,9.946.686,11.231.543
Sao Tome and Principe,STP,1992,4.541.671,15.437.766,5.563.058,13.825.962
Saudi Arabia,SAU,1992,9.938.012,19.632.268,6.897.867,17.917.194
Senegal,SEN,1992,83.091.446,16.437.917,5.711.485,12.937.394
Serbia and Montenegro,OWID_SRM,1992,18.566.614,1.654.269,11.116.017,15.163.467
Sierra Leone,SLE,1992,3.029.454,12.852.684,4.901.304,12.425.824
Slovenia,SVN,1992,15.441.861,14.806.161,8.285.918,14.751.343
Small Island Developing States (FAO),0,1992,83.88,133.88,498.6,1570.64
Solomon Islands,SLB,1992,7.077.275,12.377.554,39.757.855,14.967.053
South Africa,ZAF,1992,9.673.431,17.736.475,54.991.956,17.637.075
South America,0,1992,12.979.782,14.221.384,68.649.335,17.106.635
South America (FAO),0,1992,130.48,142.96,69.002.997,1719.53
South Korea,KOR,1992,11.955.283,20.366.232,5.437.972,20.680.178
South-eastern Asia (FAO),0,1992,57.04,145.96,38.322.003,1642.78
Southern Africa (FAO),0,1992,100.96,189.68,56.754.004,1866.78
Southern Asia (FAO),0,1992,39.84,187.56,377.73,1729.91
Southern Europe (FAO),0,1992,224.32,188.8,12.043.801,17.144.999
Spain,ESP,1992,2.566.372,1.728.194,13.570.947,16.078.704
Sri Lanka,LKA,1992,4.410.998,14.979.686,35.759.875,16.147.534
Sudan (former),0,1992,9.096.538,173.051,5.280.953,13.162.676
Suriname,SUR,1992,105.785.934,14.473.657,46.039.655,1.792.908
Sweden,SWE,1992,26.069.324,1.357.501,11.179.799,15.519.061
Switzerland,CHE,1992,24.943.336,14.466.342,1.359.164,16.372.881
Taiwan,TWN,1992,16.220.265,17.794.284,11.096.538,14.759.084
Tajikistan,TJK,1992,63.469.112,15.556.767,47.059.903,13.072.001
Tanzania,TZA,1992,41.909.546,1.716.277,29.968.683,1.604.966
Thailand,THA,1992,9.628.561,12.545.078,44.376.642,16.342.527
Togo,TGO,1992,27.173.357,14.883.237,3.765.354,12.875.221
Trinidad and Tobago,TTO,1992,9.591.878,13.621.852,63.853.156,16.004.327
Tunisia,TUN,1992,77.588.974,253.429,73.080.005,19.737.684
Turkey,TUR,1992,10.670.886,32.369.543,8.169.116,24.305.908
Turkmenistan,TKM,1992,11.286.982,18.413.521,6.043.716,16.306.803
Uganda,UGA,1992,44.766.716,15.676.346,3.256.479,16.911.327
Ukraine,UKR,1992,16.504.172,20.956.349,8.225.756,21.609.016
United Arab Emirates,ARE,1992,20.154.399,19.404.839,9.465.852,16.988.651
United Kingdom,GBR,1992,21.772.763,15.721.204,13.099.196,15.989.247
United States,USA,1992,28.747.638,16.020.206,13.023.438,1.871.415
Upper-middle-income countries,0,1992,8.709.347,1.874.395,556.001,17.630.537
Uruguay,URY,1992,2.122.453,12.953.206,87.920.337,15.421.299
Uzbekistan,UZB,1992,103.699.234,21.334.352,6.315.618,1.762.538
Vanuatu,VUT,1992,9.718.714,13.487.355,83.862.024,14.215.085
Venezuela,VEN,1992,11.083.467,13.830.344,63.325.104,16.385.798
Vietnam,VNM,1992,3.898.419,1.456.344,2.579.509,15.385.774
Western Africa (FAO),0,1992,39.12,174.16,464.49,1673.23
Western Asia (FAO),0,1992,91.36,246.52,651.87,19.822.499
Western Europe (FAO),0,1992,262.64,147.08,1375.11,16.741.702
World,OWID_WRL,1992,9.797.583,17.821.669,59.412.134,1.701.256
Yemen,YEM,1992,3.444.165,16.942.546,33.729.684,13.634.268
Zambia,ZMB,1992,4.419.053,16.563.295,26.865.924,15.425.002
Zimbabwe,ZWE,1992,3.797.403,16.469.173,4.338.017,13.809.028
Afghanistan,AFG,1993,6.332.776,18.300.465,32.262.048,15.007.942
Africa,0,1993,4.716.995,1.837.118,4.202.778,16.633.337
Africa (FAO),0,1993,49.84,186.2,432.9,16.730.599
Albania,ALB,1993,1.231.924,24.427.293,69.002.234,1.835.981
Algeria,DZA,1993,8.523.268,23.609.863,6.576.812,19.701.616
Americas (FAO),0,1993,183.16,155.96,904.5,1782.34
Angola,AGO,1993,36.876.663,7.957.963,29.271.942,9.549.468
Antigua and Barbuda,ATG,1993,20.215.948,106.331.154,7.930.712,12.437.645
Argentina,ARG,1993,265.49,1.375.358,10.331.055,16.738.944
Armenia,ARM,1993,5.267.477,17.553.058,2.411.596,15.766.074
Asia,0,1993,6.569.497,19.035.757,46.701.572,17.222.822
Asia (FAO),0,1993,65.72,190.28,467.01,1721.99
Australia,AUS,1993,28.248.993,1.317.348,11.704.131,14.734.916
Austria,AUT,1993,26.687.177,14.148.187,14.281.125,16.567.657
Azerbaijan,AZE,1993,6.890.368,19.478.389,31.763.342,16.036.919
Bahamas,BHS,1993,1.717.942,9.799.078,68.437.445,13.216.342
Bangladesh,BGD,1993,21.881.714,15.199.686,18.070.647,16.815.895
Barbados,BRB,1993,18.410.197,1.449.527,91.518.964,16.789.016
Belarus,BLR,1993,212.536,17.515.157,84.141.376,18.933.986
Belgium-Luxembourg (FAO),0,1993,266,161.56,1425.24,1745.24
Belize,BLZ,1993,10.526.448,1.639.532,64.941.986,18.241.527
Benin,BEN,1993,35.803.444,16.473.499,35.832.794,15.491.937
Bermuda,BMU,1993,26.993.927,14.134.337,11.837.091,15.005.276
Bolivia,BOL,1993,7.690.788,13.015.181,3.446.065,1.388.431
Bosnia and Herzegovina,BIH,1993,6.755.638,22.015.895,33.848.108,17.905.101
Botswana,BWA,1993,10.296.355,1.619.175,4.492.562,14.153.269
Brazil,BRA,1993,12.426.832,15.142.105,70.690.247,1.766.374
Brunei,BRN,1993,15.805.397,16.076.819,6.295.508,1.806.164
Bulgaria,BGR,1993,16.528.922,18.304.561,8.884.147,17.007.985
Burkina Faso,BFA,1993,3.704.282,23.852.626,41.114.035,15.585.359
Cambodia,KHM,1993,34.234.173,14.925.313,25.418.874,15.553.431
Cameroon,CMR,1993,4.492.748,15.887.033,3.816.621,15.459.587
Canada,CAN,1993,22.458.134,15.876.337,1.182.023,15.574.854
Cape Verde,CPV,1993,8.571.333,15.629.623,6.371.616,1486.13
Caribbean (FAO),0,1993,80.32,123.36,481.68,15.156.401
Central African Republic,CAF,1993,60.574.955,10.913.203,51.358.215,12.154.949
Central America (FAO),0,1993,113.76,184.16,667.62,18.684.598
Central Asia (FAO),0,1993,118.68,197.88,657.27,17.021.699
Chad,TCD,1993,5.056.439,15.550.781,43.563.086,10.343.076
Chile,CHL,1993,13.676.428,16.169.215,6.505.277,17.551.915
China,CHN,1993,69.345.985,21.319.124,5.280.683,17.640.011
China (FAO),0,1993,70.96,209.36,53.495.996,1734.72
Colombia,COL,1993,108.383.446,13.140.474,57.610.284,19.181.019
Congo,COG,1993,83.953.064,10.577.609,43.350.906,13.593.182
Costa Rica,CRI,1993,13.818.414,12.417.899,64.800.073,17.632.579
Cote d'Ivoire,CIV,1993,58.174.667,15.692.697,39.394.455,19.190.206
Croatia,HRV,1993,10.512.868,12.345.167,5.419.393,14.553.069
Cuba,CUB,1993,86.608.475,11.455.957,47.652.628,1.639.252
Cyprus,CYP,1993,19.675.998,1.463.504,99.045.306,14.417.397
Czechia,CZE,1993,23.797.119,1.338.989,10.386.685,16.332.958
Denmark,DNK,1993,27.621.228,14.520.235,12.326.108,16.831.499
Djibouti,DJI,1993,52.852.386,108.519.646,29.502.597,11.967.725
Dominica,DMA,1993,18.026.012,13.334.818,7.637.045,18.531.456
Dominican Republic,DOM,1993,8.934.056,10.821.533,598.117,14.571.218
East Timor,TLS,1993,7.784.463,15.522.888,34.578.082,15.472.249
Eastern Africa (FAO),0,1993,35.48,153.32,271.44,1399.76
Eastern Asia (FAO),0,1993,85.68,205.6,552.42,1746.3
Eastern Europe (FAO),0,1993,179.32,187.36,81.144.006,18.998.801
Ecuador,ECU,1993,9.087.076,11.388.045,6.311.605,14.232.037
Egypt,EGY,1993,49.663.113,28.062.558,47.931.665,2.279.363
El Salvador,SLV,1993,5.920.044,17.453.992,45.274.023,16.831.273
Estonia,EST,1993,25.169.023,13.228.702,7.157.056,14.532.942
Eswatini,SWZ,1993,6.670.241,15.986.047,37.026.245,16.194.662
Ethiopia,ETH,1993,20.314.888,14.764.005,14.337.471,11.845.127
Europe,0,1993,21.273.949,17.374.396,10.627.993,17.560.974
Europe (FAO),0,1993,212.96,173.16,10.653.301,17.515.499
European Union (27),0,1993,23.662.167,16.701.385,12.080.337,17.026.301
European Union (27) (FAO),0,1993,236.08,166,1206.99,1694.93
Fiji,FJI,1993,12.153.333,15.754.178,9.073.098,15.439.058
Finland,FIN,1993,23.386.081,13.361.191,11.256.425,15.415.215
France,FRA,1993,30.223.032,1.581.785,14.878.124,16.268.387
French Polynesia,PYF,1993,20.810.878,13.161.133,8.536.513,1.428.442
Gabon,GAB,1993,16.575.537,13.474.606,45.676.144,16.849.614
Gambia,GMB,1993,3.941.177,14.018.442,5.517.044,1.397.142
Georgia,GEO,1993,6.532.043,16.883.324,2.718.133,14.548.751
Germany,DEU,1993,22.071.306,14.576.776,12.658.958,16.352.543
Ghana,GHA,1993,5.470.659,12.718.995,31.378.873,16.824.473
Greece,GRC,1993,2.323.075,21.166.762,12.503.959,18.175.762
Grenada,GRD,1993,14.197.005,1.119.726,6.986.779,14.228.557
Guatemala,GTM,1993,4.390.357,18.596.964,35.219.815,1.681.949
Guinea,GIN,1993,28.235.712,18.436.258,4.916.538,17.588.174
Guinea-Bissau,GNB,1993,3.899.418,15.321.497,5.328.208,1.652.337
Guyana,GUY,1993,1.195.304,154.064,37.795.093,17.339.855
Haiti,HTI,1993,25.266.603,1.458.068,2.520.806,13.383.186
High-income countries,0,1993,23.558.405,16.598.723,11.293.497,17.520.745
Honduras,HND,1993,6.240.557,15.028.438,5.099.971,1.531.385
Hong Kong,HKG,1993,2.381.402,12.895.012,1.174.489,15.538.116
Hungary,HUN,1993,21.737.796,13.892.816,11.966.794,15.539.861
Iceland,ISL,1993,3.244.352,13.666.699,10.479.326,15.542.197
India,IND,1993,3.555.759,18.518.585,35.321.933,16.821.942
Indonesia,IDN,1993,4.291.138,1.623.886,39.255.676,17.859.607
Iran,IRN,1993,7.462.148,25.552.925,55.868.396,2.182.886
Iraq,IRQ,1993,23.310.564,18.604.843,477.48,15.550.187
Ireland,IRL,1993,26.708.038,1.745.939,11.069.113,20.016.245
Israel,ISR,1993,22.124.696,21.229.456,100.189.526,18.117.249
Italy,ITA,1993,2.363.604,19.503.137,13.011.436,17.446.298
Jamaica,JAM,1993,13.712.883,14.625.764,6.446.138,17.339.126
Japan,JPN,1993,22.099.736,16.454.887,75.384.875,17.603.282
Jordan,JOR,1993,100.633.446,17.890.392,7.288.936,16.384.385
Kazakhstan,KAZ,1993,14.894.531,1.928.521,68.410.144,17.379.395
Kenya,KEN,1993,6.333.609,1.526.416,40.736.993,12.958.661
Kiribati,KIR,1993,12.003.136,13.518.494,8.196.405,1.519.025
Kuwait,KWT,1993,16.547.025,15.985.387,7.211.614,16.000.172
Kyrgyzstan,KGZ,1993,13.198.132,17.965.456,55.279.175,15.431.915
Land Locked Developing Countries (FAO),0,1993,59.2,172.32,371.16,1487.32
Laos,LAO,1993,273.692,16.346.481,19.442.795,15.469.719
Latvia,LVA,1993,23.056.746,1.839.166,78.057.465,19.844.436
Least Developed Countries (FAO),0,1993,36.48,157.72,295.38,1465.38
Lebanon,LBN,1993,889.717,17.265.614,70.304.504,15.057.198
Lesotho,LSO,1993,3.742.496,20.098.856,28.219.568,1.613.727
Liberia,LBR,1993,26.410.875,11.113.636,4.926.644,13.647.123
Lithuania,LTU,1993,18.291.513,17.085.777,6.678.457,17.068.333
Low Income Food Deficit Countries (FAO),0,1993,40.84,176.8,371.25,1628.11
Low-income countries,0,1993,35.853.523,16.227.711,28.827.124,13.910.596
Lower-middle-income countries,0,1993,4.780.813,18.099.478,4.016.613,16.924.973
Macao,MAC,1993,18.594.667,13.429.257,10.466.326,14.079.281
Madagascar,MDG,1993,58.305.634,13.797.575,26.840.594,15.707.657
Malawi,MWI,1993,1.823.134,17.635.094,21.765.811,13.831.835
Malaysia,MYS,1993,16.687.355,12.947.798,81.971.356,17.765.061
Maldives,MDV,1993,23.532.109,11.097.896,4.258.223,15.264.177
Mali,MLI,1993,5.724.407,18.250.587,4.092.646,14.572.368
Malta,MLT,1993,2.072.879,19.612.115,968.157,18.595.529
Mauritania,MRT,1993,11.281.528,18.623.975,5.656.323,16.977.244
Mauritius,MUS,1993,11.161.569,16.335.422,68.783.167,17.403.523
Mexico,MEX,1993,13.615.598,2.028.377,77.863.403,20.641.404
Micronesia (FAO),0,1993,128.32,144.52,876.24,1623.92
Middle Africa (FAO),0,1993,51.52,126.48,386.37,1256.63
Moldova,MDA,1993,10.658.814,15.452.748,48.753.265,16.658.047
Mongolia,MNG,1993,19.094.296,83.131.355,63.945.355,9.325.065
Morocco,MAR,1993,58.796.947,25.171.057,49.888.748,20.901.528
Mozambique,MOZ,1993,13.376.834,116.911,31.456.525,13.331.335
Myanmar,MMR,1993,3.171.017,151.298,36.717.596,12.809.518
Namibia,NAM,1993,63.440.132,15.888.945,2.935.655,15.502.461
Nepal,NPL,1993,31.772.503,16.809.271,29.935.654,1509.58
Net Food Importing Developing Countries (FAO),0,1993,51.92,168.24,388.62,1574.22
Netherlands,NLD,1993,28.692.383,12.375.385,1.334.513,15.690.747
New Caledonia,NCL,1993,16.487.921,1.175.215,93.414.795,1342.02
New Zealand,NZL,1993,24.412.158,1.552.993,11.242.241,1.697.459
Nicaragua,NIC,1993,48.602.398,13.511.153,39.150.296,12.424.578
Niger,NER,1993,5.299.408,16.441.562,29.398.874,13.837.726
Nigeria,NGA,1993,27.859.812,18.678.918,5.334.512,17.849.747
North America,0,1993,22.188.931,1.670.858,10.753.762,18.605.691
North Korea,PRK,1993,45.961.857,21.351.656,33.640.234,16.166.656
North Macedonia,MKD,1993,96.368.546,16.875.397,5.445.259,14.855.957
Northern Africa (FAO),0,1993,67,248.52,54.729.004,20.071.499
Northern America (FAO),0,1993,276.24,159.8,1280.07,18.408.901
Northern Europe (FAO),0,1993,225.2,158.2,1195.83,1614.77
Norway,NOR,1993,24.112.039,1.534.039,11.927.184,16.331.599
Oceania,0,1993,26.346.265,13.565.385,11.333.481,15.048.247
Oceania (FAO),0,1993,263.48,135.68,1133.46,1504.38
Oman,OMN,1993,12.884.297,132.434,6.281.835,13.983.408
Pakistan,PAK,1993,7.622.027,15.167.375,54.226.434,14.813.687
Panama,PAN,1993,13.094.518,12.266.471,5.868.788,15.340.599
Paraguay,PRY,1993,16.898.564,13.815.463,69.059.564,15.547.618
Peru,PER,1993,73.426.125,14.689.151,3.874.013,15.125.681
Philippines,PHL,1993,81.048.416,12.131.091,38.048.065,16.386.033
Poland,POL,1993,20.380.656,20.023.804,102.132.825,20.077.834
Portugal,PRT,1993,23.637.025,19.028.926,1.106.274,19.301.471
Romania,ROU,1993,1.643.273,2.037.348,7.649.243,19.297.737
Russia,RUS,1993,18.285.332,18.269.337,74.249.927,18.629.105
Rwanda,RWA,1993,12.922.807,12.741.703,15.698.447,11.898.728
Saint Kitts and Nevis,KNA,1993,14.187.027,11.679.382,6.871.816,14.929.292
Saint Lucia,LCA,1993,20.003.607,12.899.051,59.999.194,16.697.837
Saint Vincent and the Grenadines,VCT,1993,12.586.806,11.716.259,60.840.344,14.836.445
Samoa,WSM,1993,16.764.801,8.957.339,99.822.876,10.287.102
Sao Tome and Principe,STP,1993,4.505.511,15.285.713,5.520.725,1.405.466
Saudi Arabia,SAU,1993,9.027.026,18.846.106,6.996.841,17.499.913
Senegal,SEN,1993,838.716,1.738.517,6.417.262,13.379.971
Serbia and Montenegro,OWID_SRM,1993,17.571.846,168.903,9.881.006,15.728.666
Sierra Leone,SLE,1993,28.132.244,126.427.864,49.442.325,12.444.617
Slovakia,SVK,1993,16.989.836,14.688.168,90.348.474,15.766.224
Slovenia,SVN,1993,20.091.531,1.470.112,90.881.836,15.358.655
Small Island Developing States (FAO),0,1993,84.4,128.44,504.54,1534.62
Solomon Islands,SLB,1993,7.111.305,11.974.719,39.970.935,14.782.957
South Africa,ZAF,1993,9.369.658,18.642.415,5.488.461,18.153.341
South America,0,1993,13.306.895,1.437.248,6.852.624,17.109.059
South America (FAO),0,1993,133.8,144.52,688.95,1719.73
South Korea,KOR,1993,125.364.525,20.598.682,5.416.418,20.248.213
South-eastern Asia (FAO),0,1993,58.24,147.2,385.83,1658.73
Southern Africa (FAO),0,1993,96.36,197.24,558.99,1902.45
Southern Asia (FAO),0,1993,40.88,182.84,368.37,1691.91
Southern Europe (FAO),0,1993,225.04,185.16,11.781.901,16.906.101
Spain,ESP,1993,26.278.137,16.772.346,12.947.361,15.640.005
Sri Lanka,LKA,1993,4.190.304,14.734.428,39.051.865,1.526.445
Sudan (former),0,1993,9.303.303,18.337.189,577.773,13.579.874
Suriname,SUR,1993,101.627.335,1.527.823,45.741.336,18.398.622
Sweden,SWE,1993,26.670.645,13.818.341,1.167.213,15.845.808
Switzerland,CHE,1993,24.432.445,14.081.734,13.395.925,1.610.936
Taiwan,TWN,1993,16.970.253,18.254.146,11.588.726,14.997.347
Tajikistan,TJK,1993,50.297.256,15.898.648,51.306.146,1308.21
Tanzania,TZA,1993,42.251.793,1.692.841,28.706.888,15.783.794
Thailand,THA,1993,9.592.553,12.205.779,42.922.253,16.293.167
Togo,TGO,1993,26.022.976,1.693.095,35.797.607,14.074.226
Trinidad and Tobago,TTO,1993,91.638.336,1.310.932,63.932.446,15.856.066
Tunisia,TUN,1993,75.116.585,2.565.324,72.525.757,20.005.007
Turkey,TUR,1993,1.078.117,31.698.145,8.607.317,24.055.708
Turkmenistan,TKM,1993,10.982.774,18.294.063,65.748.126,1.602.404
Uganda,UGA,1993,4.121.009,15.633.481,3.305.493,17.111.074
Ukraine,UKR,1993,14.090.936,21.435.107,7.507.665,21.219.841
United Arab Emirates,ARE,1993,20.400.165,20.079.623,91.989.636,1.758.646
United Kingdom,GBR,1993,21.164.305,16.295.993,12.778.417,15.790.786
United States,USA,1993,28.574.414,16.208.925,1.308.289,1.897.778
Upper-middle-income countries,0,1993,90.365.486,19.388.785,57.217.474,1785.94
Uruguay,URY,1993,21.177.655,126.047.935,8.969.943,1.516.593
Uzbekistan,UZB,1993,10.525.926,20.700.856,6.579.103,17.291.097
Vanuatu,VUT,1993,9.566.693,13.287.074,9.230.974,13.276.346
Venezuela,VEN,1993,11.433.463,12.460.876,6.289.204,15.318.041
