gender,absences,n_agama,n_pkn,n_bindo,n_mat,n_bing,n_por,n_bjawa,n_kejuruan,n_sikap,organization,extracurricular,origin_jhs,address,parent_status,father_edu,father_work,father_salary,mother_edu,mother_work,mother_salary,scholarship,family_size,house_status,final_score
P,4,88,88,88,86,85,84,85,89,B,tidak,tidak,swasta,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,D3,Wiraswasta,Cukup Rendah,Tidak,4,Rumah Sendiri,BAIK
P,5,86,85,89,86,88,84,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
L,1,87,86,91,83,89,84,85,90,B,ya,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,S2,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,BAIK
L,2,86,86,89,83,90,86,86,90,B,ya,tidak,negeri,kota,Kawin,D1,Wiraswasta,Cukup Rendah,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
L,0,88,89,89,87,90,86,85,90,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,0,86,86,92,85,90,85,85,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Buruh,Rendah,Tidak,5,Sewa,BAIK
P,1,87,85,85,75,86,85,85,87,B,tidak,tidak,swasta,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,PNSTNIPolri,Cukup Rendah,Tidak,5,Rumah Sendiri,CUKUP
P,0,83,90,91,82,90,86,86,90,A,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Rendah,S1,Karyawan Swasta,Cukup Rendah,Tidak,5,Sewa,BAIK
P,0,78,84,86,82,88,82,84,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,CUKUP
P,1,84,86,91,87,89,86,85,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,0,85,85,86,84,87,86,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,84,86,91,86,88,85,86,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,BAIK
P,1,88,86,90,85,89,85,85,90,A,tidak,tidak,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Rumah Sendiri,BAIK
P,2,82,84,87,83,84,85,85,88,B,tidak,tidak,swasta,kota,Cerai Mati,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,4,83,85,88,83,89,86,85,90,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Sangat Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,BAIK
P,4,80,86,91,85,90,86,85,90,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,3,87,86,88,83,89,86,85,91,B,tidak,tidak,swasta,kota,Cerai Mati,SMP sederajat,Pensiunan,Cukup Tinggi,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,1,84,85,87,85,88,80,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,BAIK
L,4,85,87,84,85,87,87,84,87,B,ya,ya,negeri,kabupaten,Kawin,S1,Wiraswasta,Tinggi,D1,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,77,84,82,76,83,79,85,85,B,tidak,tidak,swasta,kota,Kawin,Tidak sekolah,Buruh,Sangat Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Menumpang,CUKUP
P,2,82,84,88,82,88,86,84,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Rendah,SMA sederajat,Pedagang Kecil,Sangat Rendah,Tidak,4,Sewa,BAIK
P,5,84,85,85,85,90,83,85,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,1,87,85,91,88,90,86,86,90,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,4,82,85,90,82,88,83,86,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Pedagang Kecil,Sangat Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,BAIK
P,5,77,85,85,81,89,81,84,85,B,tidak,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
P,0,88,89,92,84,90,87,85,89,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,BAIK
L,4,82,85,83,82,86,82,84,88,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,1,86,89,90,84,90,87,86,89,A,tidak,tidak,swasta,kota,Kawin,S2,PNSTNIPolri,Tinggi,S2,Karyawan Swasta,Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,1,84,89,92,85,90,87,86,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,2,83,85,85,78,83,78,84,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SD sederajat,Wirausaha,Cukup Rendah,Ya,4,Sewa,CUKUP
P,5,84,85,83,80,86,84,84,88,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Pedagang Kecil,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,CUKUP
P,5,84,85,88,83,85,86,84,88,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,1,81,84,84,80,83,81,83,86,B,tidak,tidak,swasta,kota,Kawin,Putus SD,Buruh,Rendah,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,CUKUP
P,4,79,84,86,80,86,81,84,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
L,1,80,88,82,75,84,75,81,84,B,ya,tidak,swasta,kabupaten,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,CUKUP
P,5,80,85,87,80,90,84,83,86,B,tidak,tidak,negeri,kota,Kawin,S1,Tidak bekerja,Tidak Berpenghasilan,D3,Wirausaha,Cukup Rendah,Tidak,3,Menumpang,CUKUP
P,3,81,84,81,78,80,77,86,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Wiraswasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,CUKUP
P,1,95,86,88,84,89,86,86,89,A,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SMA sederajat,Lainnya,Sangat Rendah,Tidak,5,Sewa,BAIK
P,5,87,87,91,82,87,86,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
L,4,87,84,89,80,88,86,85,89,B,ya,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
L,2,85,85,88,84,85,84,85,88,B,ya,ya,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,S1,Wiraswasta,Cukup Rendah,Tidak,4,Menumpang,BAIK
P,2,84,85,90,79,88,85,84,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,3,82,84,84,80,86,79,83,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,5,84,84,88,83,90,82,84,87,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,2,84,85,88,83,86,86,85,88,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,4,81,87,87,84,90,82,84,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,PNSTNIPolri,Cukup Tinggi,S1,PNSTNIPolri,Cukup Tinggi,Tidak,5,Rumah Sendiri,BAIK
P,2,83,84,90,81,87,83,84,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Cukup Rendah,D3,Wiraswasta,Sangat Rendah,Tidak,6,Sewa,BAIK
P,0,79,84,83,76,87,82,83,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,3,79,85,83,78,83,79,84,88,B,tidak,tidak,swasta,kota,Kawin,SD sederajat,Pedagang Kecil,Sangat Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,CUKUP
P,4,84,87,85,78,85,78,85,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wirausaha,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Rumah Sendiri,CUKUP
P,3,83,85,87,79,88,84,85,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Putus SD,Buruh,Sangat Rendah,Ya,4,Menumpang,CUKUP
P,0,80,85,87,82,85,86,85,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Pedagang Kecil,Rendah,Tidak,5,Sewa,CUKUP
P,1,96,84,89,82,89,86,85,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Wirausaha,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
L,3,82,84,83,85,87,81,81,86,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Buruh,Cukup Rendah,Tidak,5,Menumpang,CUKUP
P,0,84,84,88,78,82,86,84,88,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Lainnya,Sangat Rendah,Tidak,4,Sewa,CUKUP
P,2,88,85,88,82,89,86,86,90,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Wirausaha,Sangat Rendah,SMA sederajat,Wiraswasta,Cukup Rendah,Tidak,4,Menumpang,BAIK
P,1,89,85,91,84,86,86,86,90,A,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
P,1,82,84,85,79,80,84,86,89,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,1,80,87,89,83,90,87,86,90,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Rumah Sendiri,BAIK
L,0,93,86,89,84,90,87,86,88,A,tidak,ya,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Wiraswasta,Cukup Tinggi,Tidak,4,Menumpang,BAIK
L,2,82,85,91,83,86,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
P,0,80,85,82,79,87,83,85,88,B,tidak,tidak,negeri,kota,Kawin,D2,Karyawan Swasta,Cukup Rendah,S1,Karyawan Swasta,Cukup Rendah,Tidak,5,Sewa,CUKUP
P,0,82,84,89,82,89,86,85,91,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,81,86,86,80,88,86,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMA sederajat,PNSTNIPolri,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,2,81,85,89,82,87,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Buruh,Rendah,Ya,4,Sewa,BAIK
P,5,76,82,82,80,79,79,83,87,C,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,CUKUP
P,1,88,86,90,83,89,86,86,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,88,85,88,83,90,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Buruh,Cukup Tinggi,Tidak,3,Sewa,BAIK
P,0,87,86,89,85,90,86,86,90,A,tidak,tidak,negeri,kota,Kawin,D3,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,5,83,86,86,85,89,83,85,90,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
P,3,84,83,86,81,85,83,84,89,B,ya,tidak,negeri,kota,Kawin,SMP sederajat,Pedagang Kecil,Rendah,SD sederajat,Buruh,Sangat Rendah,Tidak,4,Sewa,CUKUP
P,1,88,89,90,81,89,87,86,90,A,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Rendah,Tidak,5,Sewa,BAIK
P,3,83,85,85,79,80,84,84,88,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,1,85,88,89,87,89,86,86,90,A,tidak,ya,negeri,kota,Kawin,S1,PNSTNIPolri,Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,0,94,86,88,86,90,86,86,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,BAIK
P,0,90,86,87,88,90,85,86,90,A,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,5,86,84,89,85,90,85,85,90,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Rendah,SMA sederajat,Wirausaha,Rendah,Tidak,4,Sewa,BAIK
P,0,85,86,87,82,89,83,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,5,88,85,87,79,89,83,85,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Pedagang Kecil,Cukup Rendah,Tidak,4,Rumah Sendiri,BAIK
P,1,83,88,86,85,83,80,85,88,B,tidak,tidak,swasta,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,S1,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,CUKUP
P,2,87,84,86,79,83,86,84,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Rumah Sendiri,CUKUP
P,3,85,84,86,84,88,85,84,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,BAIK
P,2,82,84,85,77,79,82,83,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,3,85,84,84,78,87,84,84,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,CUKUP
P,3,86,86,90,82,90,83,85,88,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,S2,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,5,82,89,89,83,85,85,86,90,B,tidak,tidak,swasta,kota,Kawin,S1,Pensiunan,Cukup Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,BAIK
P,1,85,86,90,84,90,87,86,92,A,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,3,82,89,80,77,84,77,84,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Pedagang Kecil,Cukup Tinggi,Tidak,4,Menumpang,CUKUP
P,2,84,88,87,84,89,85,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,BAIK
P,1,91,87,89,85,90,87,86,91,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,4,81,85,92,85,85,84,84,89,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Wiraswasta,Cukup Rendah,Ya,4,Sewa,BAIK
P,5,84,85,92,87,87,85,85,90,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,2,78,85,87,81,85,76,84,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,5,83,86,91,84,87,85,85,90,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,0,80,84,86,79,81,82,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
P,3,81,84,89,84,84,81,83,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,PNSTNIPolri,Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,7,75,84,80,77,82,75,83,84,C,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,81,89,91,85,87,86,85,91,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,S1,Pedagang Kecil,Rendah,Tidak,4,Rumah Sendiri,BAIK
P,2,75,84,82,76,81,83,83,87,B,tidak,tidak,swasta,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Rumah Sendiri,CUKUP
P,1,80,85,84,79,85,82,86,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,SMA sederajat,Wirausaha,Rendah,Tidak,3,Sewa,CUKUP
P,5,79,84,84,81,80,82,83,87,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Buruh,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Rumah Sendiri,CUKUP
P,4,79,84,79,75,80,80,80,85,C,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Karyawan Swasta,Cukup Rendah,Ya,3,Sewa,CUKUP
P,1,80,84,85,85,80,81,83,86,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Rumah Sendiri,CUKUP
P,3,78,85,84,81,80,80,84,88,B,tidak,tidak,swasta,kabupaten,Kawin,SD sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,7,Sewa,CUKUP
P,4,82,85,90,86,86,86,84,90,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,5,79,84,84,82,85,81,84,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
P,1,90,86,89,89,89,86,86,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,2,88,87,84,80,85,83,84,88,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak sekolah,Buruh,Sangat Rendah,Ya,6,Menumpang,CUKUP
P,1,83,85,90,85,86,86,84,88,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Wiraswasta,Sangat Rendah,Tidak,4,Menumpang,BAIK
P,1,85,88,93,86,89,86,86,89,A,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Pedagang Kecil,Sangat Rendah,Tidak,5,Sewa,BAIK
P,0,80,85,91,84,88,86,85,91,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Rendah,SMA sederajat,Buruh,Cukup Rendah,Ya,3,Sewa,BAIK
P,3,77,80,82,75,75,75,83,84,C,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,5,81,85,83,76,80,82,81,86,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Pedagang Kecil,Rendah,SMA sederajat,Lainnya,Sangat Rendah,Tidak,7,Sewa,CUKUP
P,2,80,85,81,78,85,82,84,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,CUKUP
P,1,83,86,91,87,87,87,86,90,A,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,0,87,85,89,85,86,86,86,88,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,1,84,84,88,86,87,86,86,89,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,80,85,88,83,85,84,85,89,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Wiraswasta,Sangat Rendah,SMA sederajat,Wiraswasta,Sangat Rendah,Tidak,5,Menumpang,CUKUP
P,4,81,85,89,81,85,85,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
L,0,81,88,90,86,87,83,85,89,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Wirausaha,Rendah,SMP sederajat,Wirausaha,Rendah,Tidak,4,Sewa,BAIK
P,5,91,85,89,83,85,82,84,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Wiraswasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,4,82,84,91,84,88,84,86,89,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak sekolah,Sudah Meninggal,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
